I_D,YEAR,MONTH,DAY,date,HOUR,MINUTE,SECOND,FOCAL_DEPTH,intensity,COUNTRY,STATE,LOCATION_NAME,,type
1669,1822,11,20,11/20/1822,2,30,,,8.5,CHILE,,"CHILE:  VALPARAISO, QUILLOTA, CONCON,  ACONCAGUA",,e
1672,1822,11,25,11/25/1822,12,15,,,,CHILE,,CHILE,,e
1673,1822,12,1,12/1/1822,,,    ,,,GRENADA,,GRENADA,,e
1675,1823,3,5,3/5/1823,16,37,,,,ITALY,,"ITALY:  NASO, SICILY",,e
6636,1823,5,30,5/30/1823,,,,,,USA,NY,LAKE ERIE (GREAT LAKES),,e
1677,1823,6,19,6/19/1823,,,,,,GREECE,,GREECE:  THESPROTIKON,,e
1678,1823,8,,8/1/1823,,,    ,,,VENEZUELA,,"VENEZUELA:  CARIACO, MARGARITA ISLAND",,e
1679,1823,9,7,9/7/1823,,,    ,,,IRAN,,IRAN:  MAZANDARAN,,e
6071,1823,9,9,9/9/1823,,,,150,6.8,INDONESIA,,INDONESIA:  JAVA,,e
1680,1823,10,,10/1/1823,,,    ,,,CROATIA,,BALKANS NW:  CROATIA:  DUBROVNIK,,e
6072,1823,11,30,11/30/1823,,,    ,,,MARTINIQUE,,MARTINIQUE: SAINT PIERRE HARBOR,,e
1674,1823,,,1/1/1823,,,    ,,,IRAN,,IRAN:  SHIRAZ,,e
1681,1824,4,10,4/10/1824,,,    ,,,JAMAICA,,JAMAICA:  KINGSTON,,e
8242,1824,6,2,6/2/1824,,,,,,IRAN,,"IRAN:  KAZIRUN, SHAHPUR",,e
1682,1824,6,25,6/25/1824,,,,,6.4,IRAN,,"IRAN:  SHIRAZ, GUYUM",,e
6614,1824,9,13,9/13/1824,,,,,,GUADELOUPE,,GUADELOUPE: BASSE TERRE,,e
1684,1824,9,29,9/29/1824,6,30,    ,,,PHILIPPINES,,"PHILIPPINES:  SE LUZON:  TAYABAS,RIZAL,LAGUNA",,e
1685,1824,10,26,10/26/1824,,,,,,PHILIPPINES,,"PHILIPPINES:  MANILA,SAN FRANCISCO",,e
6073,1824,11,30,11/30/1824,,,    ,,,MARTINIQUE,,MARTINIQUE: SAINT PIERRE,,e
1686,1825,1,19,1/19/1825,11,45,,,6.8,GREECE,,GREECE:  IONIAN ISLANDS:  LEUKAS,,e
1689,1825,2,26,2/26/1825,,,    ,,,COLOMBIA,,COLOMBIA:  SANTA MARTA,,e
1692,1825,3,2,3/2/1825,7,,,,,ALGERIA,,"ALGERIA:  BLIDA, ALGIERS",,e
1693,1825,4,,4/1/1825,,,,,,USA TERRITORY,GU,GUAM; NORTHERN MARIANA ISLANDS:  LADRONES ISLAND,,e
1694,1825,9,21,9/21/1825,1,45,    ,,,TRINIDAD AND TOBAGO,,TRINIDAD:  PORT-OF-SPAIN,,e
1695,1825,10,,10/1/1825,,,,,,IRAN,,IRAN:  SHIRAZ,,e
8243,1825,,,1/1/1825,,,,,6.7,IRAN,,IRAN:  HARHAZ,,e
9918,1826,1,,1/1/1826,,,,,,JAPAN,,JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND],,e
1698,1826,6,18,6/18/1826,3,40,    ,,8.2,COLOMBIA,,"COLOMBIA:  ENGATIVA,BOGOTA,RAMIRIQUI,UMBITA,TUNJA",,e
1700,1826,9,18,9/18/1826,8,,    ,,,CUBA,,CUBA:  SANTIAGO DE CUBA,,e
1697,1826,,,1/1/1826,,,,,8,NEW ZEALAND,,NEW ZEALAND:  FJORDLAND,,e
1701,1827,3,23,3/23/1827,,,,,5.3,CHINA,,CHINA:  SHANXI PROVINCE,,e
1702,1827,6,,6/1/1827,,,,,,TURKEY,,"TURKEY:  TOKAT, ERBAA",,e
6651,1827,8,9,8/9/1827,,,,,,RUSSIA,,RUSSIA:  KAMCHATKA,,e
1703,1827,9,26,9/26/1827,,,,,,PAKISTAN,,"PAKISTAN:  LAHORE, PUNJAB",,e
1706,1827,11,16,11/16/1827,22,45,,,7,COLOMBIA,,"COLOMBIA:  BOGOTA, NEIVA, POPAYAN, PASTO, HUILA",,e
1710,1827,11,30,11/30/1827,6,45,    ,,,MARTINIQUE,,MARTINIQUE,,e
1712,1828,2,2,2/2/1828,13,15,,,,ITALY,,ITALY:  ISCHIA ISLAND,,e
1715,1828,3,30,3/30/1828,12,35,,50,8.3,PERU,,"PERU:  LIMA, CALLAO",,e
6557,1828,5,26,5/26/1828,,,,,6.4,JAPAN,,JAPAN:  AMAKUSA ISLANDS,,e
1717,1828,6,6,6/6/1828,,,    ,,,INDIA,,INDIA:  KASHMIR,,e
1718,1828,8,9,8/9/1828,16,,    ,10,5.7,AZERBAIJAN,,AZERBAIJAN:  SHEMAKHA (SEMACHA),,e
1719,1828,11,9,11/9/1828,10,30,,,,PHILIPPINES,,PHILIPPINES:  MANILA,,e
1720,1828,12,18,12/18/1828,,,,,,JAPAN,,JAPAN:  SANDYO IN ETIGO,,e
1722,1828,12,29,12/29/1828,,,,,,INDONESIA,,INDONESIA:  SULAWESI,,e
1723,1829,3,7,3/7/1829,22,,    ,40,7.5,RUSSIA,,RUSSIA:  LAKE BAYKAL,,e
1727,1829,3,21,3/21/1829,18,30,,,,SPAIN,,"SPAIN:  TORREVIEJA, MURCIA",,e
1728,1829,4,23,4/23/1829,16,,    ,,,GREECE,,GREECE-BULGARIA,,e
1729,1829,5,5,5/5/1829,,,    ,,,GREECE,,GREECE:  XANTHI-DRAMA,,e
1730,1829,9,26,9/26/1829,19,12,,,7,CHILE,,CHILE:  VALPARAISO,,e
7980,1829,11,18,11/18/1829,,,,,5.5,CHINA,,CHINA:  ANHUI PROVINCE,,e
1731,1829,11,19,11/19/1829,,,,,6,CHINA,,CHINA:  SHANDONG PROVINCE,,e
1732,1829,11,26,11/26/1829,,,,,,ROMANIA,,ROMANIA:  BUCHAREST,,e
1734,1830,1,18,1/18/1830,9,15,,,,PHILIPPINES,,PHILIPPINES:  MANILA,,e
1733,1830,1,,1/1/1830,,,    ,,,MEXICO,,MEXICO:  OAXACA,,e
1735,1830,3,9,3/9/1830,7,,    ,,,RUSSIA,,RUSSIA,,e
1736,1830,3,9,3/9/1830,11,22,    ,16,6.3,RUSSIA,,RUSSIA:  DAGESTAN,,e
1737,1830,4,3,4/3/1830,,,    ,,6.5,IRAN,,"IRAN:  CHAHARDANGEH,SEMNAN,DAMGHAN",,e
1738,1830,5,9,5/9/1830,,,    ,,,IRAN,,"IRAN:  DAMAVAND,TEHRAN,SEMNAN,DAMGHAN",,e
1740,1830,6,12,6/12/1830,,,,,7.5,CHINA,,CHINA:  HEBEI PROVINCE,,e
1741,1830,8,19,8/19/1830,,,    ,,,JAPAN,,JAPAN:  KYOTO,,e
9911,1830,9,16,9/16/1830,,,,,,PHILIPPINES,,PHILIPPINES:  MANILA,,e
1742,1831,4,3,4/3/1831,,,    ,,,GREECE,,GREECE:  SAMOS (DODECANESE),,e
1743,1831,5,26,5/26/1831,10,25,    ,,,ITALY,,ITALY:  COAST OF LIGURIA,,e
1744,1831,8,11,8/11/1831,,,,,,BARBADOS,,"BARBADOS, SAINT VINCENT, DOMINICA, ANTIGUA",,e
1745,1831,9,11,9/11/1831,,,    ,,,ITALY,,ITALY:  REGGIO DI CALABRIA,,e
1746,1831,9,28,9/28/1831,,,,,6.3,CHINA,,CHINA:  ANHUI PROVINCE,,e
1748,1831,10,9,10/9/1831,2,15,,,7.8,CHILE,,"CHILE: PERU:  TACNA,ARICA,AREQUIPA",,e
6043,1831,12,3,12/3/1831,23,40,    ,,7,TRINIDAD AND TOBAGO,,TRINIDAD & ST. CHRISTOPHER,,e
10066,1831,,,1/1/1831,,,,,,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND:  POVERTY BAY,,e
1749,1832,1,13,1/13/1832,13,,,,,ITALY,,ITALY:  FOLIGNO,,e
1751,1832,1,22,1/22/1832,,,    ,,,AFGHANISTAN,,AFGHANISTAN,,e
1753,1832,3,8,3/8/1832,18,15,    ,,,ITALY,,ITALY:  CUTRO,,e
1754,1833,1,19,1/19/1833,,,,,6.4,ALBANIA,,"ALBANIA:  VLORE, SAZAN, KANINA, NARTA",,e
6044,1833,3,10,3/10/1833,,,,,,MEXICO,,S. MEXICO,,e
1755,1833,4,25,4/25/1833,14,30,    ,,,CHILE,,CHILE,,e
1756,1833,5,30,5/30/1833,,,,,7.5,INDIA,,INDIA:  LOHUGHAR,,e
1758,1833,8,26,8/26/1833,,,,,8,NEPAL,,NEPAL:  KATHMANDU; INDIA:  BIHAR,,e
1759,1833,9,6,9/6/1833,,,,,8,CHINA,,CHINA:  YUNNAN PROVINCE,,e
1760,1833,9,18,9/18/1833,10,45,,,7.7,PERU,,PERU-CHILE:  PERU:  TACNA; CHILE:  ARICA,,e
1763,1833,11,24,11/24/1833,,,,75,8.3,INDONESIA,,INDONESIA:  SUMATRA:  BENGKULU,,e
1765,1833,12,7,12/7/1833,,,,,7.4,JAPAN,,JAPAN:  HONSHU:  NW,,e
1766,1834,1,20,1/20/1834,12,,,5,7,COLOMBIA,,"COLOMBIA:  PUTUMAYO,PASTO, POPAYAN, SANTA MARTA",,e
6531,1834,2,9,2/9/1834,1,,,,6.4,JAPAN,,"W. HOKKAIDO ISLAND, JAPAN",,e
1768,1834,2,14,2/14/1834,,,    ,,,ITALY,,ITALY:  BORGO VAL DI TARO,,e
1769,1834,3,1,3/1/1834,13,,    ,,,COLOMBIA,,COLOMBIA:  PASTO,,e
6045,1834,3,14,3/14/1834,,,,,7,MEXICO,,MEXICO:  ACAPULCO,,e
7981,1834,4,11,4/11/1834,,,,,5,CHINA,,CHINA:  YUNNAN PROVINCE,,e
1770,1834,5,22,5/22/1834,7,,    ,,,COLOMBIA,,"COLOMBIA:  SANTA MARTA,CARTAGENA",,e
1771,1834,5,23,5/23/1834,,,,,6.3,JORDAN,,"JORDAN:  AL-KARAK; ISRAEL:  JERUSALEM, NABULUS",,e
9923,1834,5,,5/1/1834,,,,,,USA TERRITORY,GU,GUAM:  AGANA,,e
1772,1834,8,12,8/12/1834,15,30,    ,,,VENEZUELA,,VENEZUELA:  MERIDA,,e
1773,1834,10,10,10/10/1834,,,,,,INDONESIA,,"INDONESIA:  JAVA:  BOGOR, CINAJUR",,e
1774,1834,10,15,10/15/1834,6,30,    ,32,6.8,HUNGARY,,"HUNGARY:  PISHKOL'T, ERENDREYD, DENGELEG",,e
7982,1834,,,1/1/1834,,,,,6,CHINA,,CHINA:  TIBET (XIZANG PROVINCE),,e
8099,1834,,,1/1/1834,,,,,5.5,CHINA,,CHINA:  QINGHAI PROVINCE,,e
1776,1835,2,20,2/20/1835,16,22,,,8.2,CHILE,,CHILE:  CONCEPCION,,e
1781,1835,4,18,4/18/1835,17,25,    ,,,SWITZERLAND,,SWITZERLAND,,e
1782,1835,7,20,7/20/1835,,,,,7.6,JAPAN,,JAPAN:  SANRIKU,,e
1783,1835,8,23,8/23/1835,15,,    ,,,TURKEY,,TURKEY,,e
1784,1835,10,12,10/12/1835,23,,,,,ITALY,,"ITALY:  CASTIGLIONE,COSENZA,CRATI",,e
1787,1835,11,1,11/1/1835,,,,,,INDONESIA,,INDONESIA:  MALUKU:  AMBON,,e
6046,1836,3,5,3/5/1836,,,,,,INDONESIA,,FLORES SEA,,e
1788,1836,4,24,4/24/1836,23,15,    ,,,ITALY,,"ITALY:  ROSSANO,CROSIA,CRACO,BASILICATA",,e
1789,1836,6,10,6/10/1836,15,30,    ,,,USA,CA,CALIFORNIA,,e
6047,1836,7,3,7/3/1836,,,,,7.5,CHILE,,CHILE:  COBIJA,,e
1790,1836,11,20,11/20/1836,7,,,,,ITALY,,ITALY:  BASILICATA,,e
6048,1836,11,28,11/28/1836,,,,,7.5,INDONESIA,,FLORES SEA,,e
1794,1837,1,1,1/1/1837,1,,,,6.4,ISRAEL,,ISRAEL: ZEFAT (SAFED); LEBANON:  BEIRUT (BEYROUT),,e
1795,1837,4,11,4/11/1837,17,,    ,,,ITALY,,ITALY,,e
1796,1837,8,2,8/2/1837,,,    ,,,USA TERRITORY,VI,VIRGIN ISLANDS,,e
10025,1837,8,9,8/9/1837,21,30,,,6.5,MEXICO,,MEXICO: ACAPULCO,,e
1798,1837,9,10,9/10/1837,18,,    ,,,VENEZUELA,,"VENEZUELA:  SANTA TERESA DEL TUY,SANTA LUCIA",,e
1797,1837,9,10,9/10/1837,,,,,6,CHINA,,CHINA:  GANSU PROVINCE,,e
6050,1837,9,29,9/29/1837,,,,100,7.3,INDONESIA,,INDONESIA:  BANDA ATJEH,,e
10026,1837,10,18,10/18/1837,21,0,,,7,MEXICO,,"MEXICO: MEXICO CITY,  ACAPULCO",,e
1800,1837,11,7,11/7/1837,12,51,,,8.5,CHILE,,CHILE:  VALDIVIA,,e
1803,1837,11,22,11/22/1837,,,,,7.5,MEXICO,,MEXICO:  GUADALAJARA,,e
1804,1837,11,28,11/28/1837,,,,,,INDONESIA,,INDONESIA:  SUMBAWA ISLAND:  BIMA,,e
1807,1838,1,23,1/23/1838,18,36,,150,6.9,ROMANIA,,"ROMANIA:  CARPATHIAN FOLD,VRANCEA",,e
6051,1838,5,7,5/7/1838,,,,,,CHILE,,CHILE:  CENTRAL,,e
1808,1838,6,,6/1/1838,,,,,7,USA,CA,"CALIFORNIA:  SAN FRANCISCO,SAN JOSE,SANTA CLARA",,e
1806,1838,,,1/1/1838,,,    ,,,ISRAEL,,"ISRAEL:  TEL AVIV-YAFO (JAFFA),PALESTINE",,e
1805,1838,,,1/1/1838,,,,,,MYANMAR (BURMA),,MYANMAR (BURMA):  AVA (INNWA),,e
1811,1839,1,11,1/11/1839,9,55,    ,33,7.8,MARTINIQUE,,"MARTINIQUE:  FORT-DE-FRANCE, ST PIERRE; CASTRIES",,e
1812,1839,2,7,2/7/1839,,,,,6,CHINA,,CHINA:  YUNNAN PROVINCE,,e
1813,1839,2,23,2/23/1839,,,,,6,CHINA,,CHINA:  YUNNAN PROVINCE,,e
6883,1839,3,22,3/22/1839,,,,,,EL SALVADOR,,EL SALVADOR:  SAN SALVADOR,,e
1814,1839,3,23,3/23/1839,,,,,,MYANMAR (BURMA),,"MYANMAR (BURMA):  AVA, AMARAPURA",,e
6076,1839,3,,3/1/1839,,,,,,USA,HI,HAWAII,,e
1815,1839,4,12,4/12/1839,,,    ,,,VENEZUELA,,VENEZUELA:  CUMANA,,e
6621,1839,5,1,5/1/1839,,,,,7.3,JAPAN,,"SE. HOKKAIDO ISLAND, JAPAN",,e
1816,1839,6,27,6/27/1839,,,,,6.5,TAIWAN,,TAIWAN: JIAYI,,e
1817,1839,8,16,8/16/1839,17,30,    ,,,SWITZERLAND,,SWITZERLAND,,e
1819,1840,1,4,1/4/1840,,,,150,7,INDONESIA,,INDONESIA:  JAVA:  PURWOREJO,,e
7538,1840,1,28,1/28/1840,8,,,40,,PERU,,PERU:  LIMA,,e
6558,1840,2,14,2/14/1840,,,,,,INDONESIA,,INDONESIA:  MALUKU:  TERNATE ISLAND,,e
1820,1840,3,22,3/22/1840,,,,,6.5,PHILIPPINES,,"PHILIPPINES:  SORSOGON,MASBATE IS,CASIGURAN,ALBAY",,e
1823,1840,7,2,7/2/1840,16,,,,6.7,TURKEY,,"TURKEY:  MT ARARAT, AGURI, ARALIKH; IRAN:  MAKU",,e
1825,1840,8,27,8/27/1840,12,5,    ,8,4.9,SLOVENIA,,BALKANS NW:  SLOVENIA:  LJUBLJANA,,e
1827,1840,10,30,10/30/1840,,,,,,GREECE,,GREECE:  ZAKINTHOS (ZANTE),,e
6514,1840,11,11,11/11/1840,,,,,5.2,USA,PA,PENNSYLVANIA:  PHILADELPHIA,,e
1829,1841,5,17,5/17/1841,21,30,,30,8.4,RUSSIA,,RUSSIA:  OFF KAMCHATKA,,e
1830,1841,6,15,6/15/1841,5,30,    ,,,AZORES (PORTUGAL),,AZORES:  PRAIA DA VITORIA,,e
1831,1841,9,2,9/2/1841,12,15,    ,,,COSTA RICA,,COSTA RICA:  CARTAGO; NICARAGUA,,e
6052,1841,11,26,11/26/1841,,,,,,INDONESIA,,INDONESIA:  N. MOLUCCAS ISLANDS,,e
6053,1841,12,16,12/16/1841,,,,,6,INDONESIA,,INDONESIA:  BANDA SEA,,e
1833,1842,1,2,1/2/1842,,,    ,3,4.3,AZERBAIJAN,,AZERBAIJAN:  APSCHERON PENINSULA,,e
1834,1842,2,19,2/19/1842,,,    ,,,AFGHANISTAN,,AFGHANISTAN:  JALALABAD,,e
1836,1842,4,18,4/18/1842,8,30,,100,,GREECE,,GREECE:  MAINA (LACONIA),,e
1840,1842,5,7,5/7/1842,21,,,,8.1,HAITI,,HAITI:  CAP-HAITIEN,,e
1842,1842,6,11,6/11/1842,,,,,7,CHINA,,CHINA: XINJIANG PROVINCE,,e
8261,1842,11,1,11/1/1842,,,,,,CANADA,,CANADA:  MONTREAL,,e
9534,1842,11,11,11/11/1842,,,,,6,BANGLADESH,,BANGLADESH:,,e
1843,1842,12,8,12/8/1842,,,,,,ETHIOPIA,,ETHIOPIA:  ANKOBER,,e
6054,1843,1,5,1/5/1843,,,,70,7.3,INDONESIA,,SW. SUMATRA,,e
1844,1843,2,1,2/1/1843,,,    ,,,IRAN,,IRAN:  AZARBAIJAN:  KHVOY (KHOY),,e
6055,1843,2,7,2/7/1843,,,,,6,INDONESIA,,INDONESIA:  JAVA:  GENTENG ISLAND,,e
1846,1843,2,8,2/8/1843,14,50,    ,33,8.3,GUADELOUPE,,GUADELOUPE:  POINTE-A-PITRE,,e
1847,1843,4,1,4/1/1843,,,    ,,,INDIA,,INDIA:  DECCAN,,e
1848,1843,4,18,4/18/1843,,,    ,,,IRAN,,IRAN:  KHVOY (KHOY),,e
1849,1843,4,25,4/25/1843,,,,,8.4,JAPAN,,"JAPAN:  HOKKAIDO: YEZO, KUSHIRO, NEMURO",,e
1851,1843,7,8,7/8/1843,5,5,,33,7.5,NEW ZEALAND,,NEW ZEALAND:  WANGANUI,,e
1852,1843,10,18,10/18/1843,,,    ,,,GREECE,,GREECE:  CHALKI (DODECANESE),,e
1853,1843,12,17,12/17/1843,22,15,    ,,,CHILE,,CHILE,,e
1855,1844,4,16,4/16/1844,13,20,    ,,,USA TERRITORY,PR,PUERTO RICO:  SAN JUAN; ST THOMAS,,e
1860,1844,5,12,5/12/1844,,,,,,TURKEY,,"TURKEY:  OSMANCIK, ANKARA",,e
1857,1844,5,12,5/12/1844,,,,,6.4,IRAN,,"IRAN:  KASHAN, QAMSAR, KAMU, KUSHIAN, CHUKA",,e
1859,1844,5,13,5/13/1844,,,,,6.9,IRAN,,"IRAN:  MIYANEH, GARMRUD, ESFAHAN",,e
10278,1844,5,,5/1/1844,,,,,7.4,NICARAGUA,,"NICARAGUA: RIVAS, GREYTOWN",,e
1862,1844,8,30,8/30/1844,7,10,    ,,,SAINT VINCENT AND THE GRENADINES,,SAINT VINCENT:  KINGSTOWN,,e
1861,1844,8,,8/1/1844,,,    ,,,NICARAGUA,,NICARAGUA:  SAN JUAN DEL NORTE(GREYTOWN),,e
1863,1844,10,19,10/19/1844,1,30,    ,,,ARGENTINA,,"ARGENTINA:  SALTA, JUJUY, TUCUMAN",,e
1865,1845,2,8,2/8/1845,7,30,,,7,INDONESIA,,"INDONESIA:  N SULAWESI:  MENADO, TIKALA, TOMOHON",,e
1866,1845,2,12,2/12/1845,,,,,,ETHIOPIA,,ETHIOPIA,,e
1867,1845,2,19,2/19/1845,,,    ,,,COLOMBIA,,COLOMBIA:  MAGDALENA RIVER,,e
1864,1845,2,,2/1/1845,,,,,6,TAIWAN,,TAIWAN:  ZHANGHUA,,e
1868,1845,3,9,3/9/1845,,,    ,,,MEXICO,,MEXICO:  OAXACA,,e
1869,1845,4,7,4/7/1845,,,,,8,MEXICO,,MEXICO:  MEXICO CITY,,e
1870,1845,6,4,6/4/1845,2,15,    ,,,CHILE,,CHILE,,e
6559,1845,6,19,6/19/1845,,,,,6.3,INDIA,,INDIA:  RANN OF KUTCH,,e
6056,1845,7,5,7/5/1845,,,,,,NEW ZEALAND,,N. NEW ZEALAND,,e
1871,1845,10,11,10/11/1845,,,    ,,,TURKEY,,TURKEY,,e
1872,1845,12,21,12/21/1845,20,40,    ,7,4.9,SLOVENIA,,BALKANS NW:  SLOVENIA:  LJUBLJANA,,e
6057,1846,1,25,1/25/1846,0,0,,,7.3,INDONESIA,,INDONESIA:  N. MOLUCCAS ISLANDS,,e
10222,1846,3,13,3/13/1846,11,0,,,,CHILE,,CHILE:  COIAPO,,e
6058,1846,3,,3/1/1846,,,,,6.9,JAPAN,,"SANRIKU, JAPAN",,e
1876,1846,6,10,6/10/1846,18,,,,,GREECE,,GREECE:  MESSINI-MICROMANI (MESSINIA),,e
1878,1846,6,28,6/28/1846,1,15,,50,7.9,PERU,,PERU,,e
1879,1846,8,7,8/7/1846,,,,,,ITALY,,ITALY:  SIRACUSA (SYRACUSE),,e
1881,1846,8,14,8/14/1846,12,35,,5,6.1,ITALY,,"ITALY:  ORCIANO, LUCIANA",,e
1883,1846,12,10,12/10/1846,,,    ,,7.5,INDIA,,INDIA,,e
1884,1847,3,8,3/8/1847,15,0,,,,CHILE,,CHILE,,e
1887,1847,5,8,5/8/1847,,,,,7.4,JAPAN,,"JAPAN:  ZENKOJI, NAGANO",,e
6059,1847,5,23,5/23/1847,,,,,,PERU,,PERU:  CALLAO,,e
1888,1847,6,21,6/21/1847,,,    ,40,7.5,RUSSIA,,RUSSIA:  KURIL ISLANDS,,e
1889,1847,8,7,8/7/1847,,,,,,EGYPT,,"EGYPT:  AL-FAYYUM, CAIRO",,e
1890,1847,10,2,10/2/1847,,,,,,MEXICO,,MEXICO:  OAXACA,,e
6060,1847,10,8,10/8/1847,,,,,7.3,CHILE,,CHILE:  COQUIMBO,,e
10223,1847,10,19,10/19/1847,,,,,,CHILE,,CHILE:  COQUIMBO,,e
6649,1847,10,31,10/31/1847,,,,,,INDIA,,INDIA:  LITTLE NICOBAR ISLAND,,e
1891,1847,11,16,11/16/1847,,,,,,INDONESIA,,INDONESIA:  JAVA:  CHERIBON,,e
7936,1847,12,19,12/19/1847,6,0,,,,PORTUGAL,,PORTUGAL:  LISBON,,e
1892,1848,1,11,1/11/1848,,,    ,,,ITALY,,ITALY:  SICILY,,e
1893,1848,2,,2/1/1848,,,,,,MOROCCO,,MOROCCO:  MELILLA,,e
1894,1848,5,31,5/31/1848,,,    ,,,MEXICO,,"MEXICO:  OAXACA,GUERRERO",,e
6857,1848,7,12,7/12/1848,,,,,6.5,FRENCH POLYNESIA,,FRENCH POLYNESIA:  TAHITI,,e
6061,1848,10,15,10/15/1848,14,10,,,7.9,NEW ZEALAND,,NEW ZEALAND:  N.,,e
10012,1848,10,17,10/17/1848,4,10,,,6,NEW ZEALAND,,NEW ZEALAND:  COOK STRAIT,,e
10013,1848,10,18,10/18/1848,17,33,,,6,NEW ZEALAND,,"NEW ZEALAND:  AWATERE RIVER, MARLBOROUGH",,e
1895,1848,12,3,12/3/1848,,,,,6.8,TAIWAN,,TAIWAN: ZHANGHUA,,e
1896,1849,1,25,1/25/1849,5,10,,,7.5,USA TERRITORY,GU,GUAM,,e
1897,1849,2,26,2/26/1849,9,30,,13,6,VENEZUELA,,VENEZUELA:  TACHIRA (LOBATERA),,e
1899,1849,5,3,5/3/1849,10,,    ,,,VENEZUELA,,VENEZUELA:  MARACAIBO,,e
6062,1849,9,28,9/28/1849,9,,,,,RUSSIA,,RUSSIA:  KAMCHATKA,,e
1900,1849,10,28,10/28/1849,9,0,,20,7.5,RUSSIA,,RUSSIA:  KOMANDORSKY ISLAND,,e
1902,1849,11,17,11/17/1849,10,10,,,7.5,CHILE,,CHILE:  COQUIMBO,,e
1904,1850,4,29,4/29/1850,,,    ,,,CROATIA,,BALKANS NW:  CROATIA:  STON,,e
1905,1850,9,12,9/12/1850,,,,,7.5,CHINA,,CHINA:  SICHUAN:  XICHANG,,e
1903,1850,,,1/1/1850,,,,,5,CHINA,,CHINA:  GANSU PROVINCE:  WUSBAN,,e
1907,1851,1,1,1/1/1851,,,    ,,,SWITZERLAND,,SWITZERLAND,,e
1908,1851,1,20,1/20/1851,,,    ,,,ALBANIA,,ALBANIA,,e
1909,1851,2,2,2/2/1851,10,,,,,COLOMBIA,,COLOMBIA:  CARTAGENA,,e
1912,1851,2,28,2/28/1851,13,,,,,TURKEY,,TURKEY:  FETHIYE; GREECE:  RHODES,,e
1913,1851,4,2,4/2/1851,10,48,,,7.1,CHILE,,CHILE:  VALPARAISO,,e
1914,1851,4,19,4/19/1851,14,30,,,,PAKISTAN,,PAKISTAN:  GAVADER,,e
6064,1851,5,15,5/15/1851,16,10,    ,,,USA,CA,CALIFORNIA:  NORTHERN,,e
1915,1851,5,16,5/16/1851,13,,    ,,,GUADELOUPE,,GUADELOUPE:  POINTE-A-PITRE,,e
6560,1851,5,26,5/26/1851,18,14,,,7.2,CHILE,,CHILE:  COPIAPO,,e
1918,1851,8,14,8/14/1851,1,23,,,,ITALY,,"ITALY:  MELFI, RAPOLLA, BARILE, RIONERO, MT VULTURE",,e
1921,1851,10,12,10/12/1851,6,,,,6.6,ALBANIA,,"ALBANIA:  VLORE (VALONA),BERAT; TURKEY",,e
1922,1851,10,17,10/17/1851,,,,,,ALBANIA,,ALBANIA:  BERAT,,e
6065,1851,11,13,11/13/1851,2,51,    ,,,USA,CA,CALIFORNIA:  NORTHERN,,e
1906,1851,,,1/1/1851,,,    ,,,IRAN,,IRAN:  SHAHRUD,,e
9907,1852,1,9,1/9/1852,,,,150,6.5,INDONESIA,,INDONESIA:  JAVA: DJAKARTA; SUMATRA: TELUKBETUNG,,e
1927,1852,1,24,1/24/1852,,,    ,,,MEXICO,,MEXICO:  OAXACA,,e
1924,1852,1,24,1/24/1852,,,,,,PAKISTAN,,"PAKISTAN:  UPPER SINDH, FORT KAHAN, MURREE HILLS",,e
1928,1852,2,22,2/22/1852,,,    ,10,5.8,IRAN,,IRAN:  KHABUSHAN (NW KUCHAN),,e
1929,1852,4,16,4/16/1852,22,16,    ,,,AZORES (PORTUGAL),,AZORES:  SAO MIGUEL (SAN MIGUEL),,e
1930,1852,5,26,5/26/1852,,,,,6,CHINA,,CHINA: NINGXIA,,e
6609,1852,7,17,7/17/1852,,,,,,CUBA,,CUBA: SANTIAGO DE CUBA,,e
1931,1852,7,24,7/24/1852,,,    ,,7.3,TURKEY,,TURKEY,,e
1933,1852,9,16,9/16/1852,10,45,,,7.5,PHILIPPINES,,"PHILIPPINES:  LUZON:  BATAAN, RIZAL, PAMPANGA,MANILA",,e
6066,1852,11,11,11/11/1852,0,0,,,6.8,INDONESIA,,INDONESIA:  SUMATRA:  SIBOLGA,,e
9882,1852,11,19,11/19/1852,,,,,,INDONESIA,,INDONESIA:  AMBON ISLAND,,e
6067,1852,11,25,11/25/1852,7,9,    ,,,USA,CA,CALIFORNIA:  NORTHERN,,e
1934,1852,11,25,11/25/1852,22,40,,100,8.3,INDONESIA,,INDONESIA:  MALUKU:  BANDANAIRA,,e
6111,1852,11,27,11/27/1852,,,,,,PERU,,PERU,,e
6534,1852,11,29,11/29/1852,,,,,7,MEXICO,,N. MEXICO,,e
6112,1852,12,4,12/4/1852,,,,,,MEXICO,,S. MEXICO,,e
1935,1852,12,21,12/21/1852,10,,    ,,,AZORES (PORTUGAL),,AZORES:  FAIAL,,e
1936,1852,12,24,12/24/1852,,,,,,PHILIPPINES,,"PHILIPPINES:  BATANGAS, N MINDANAO",,e
9883,1852,12,24,12/24/1852,,,,,7,INDONESIA,,INDONESIA:  BANDANEIRA,,e
1938,1853,2,1,2/1/1853,21,,    ,,,USA,CA,CALIFORNIA:  SAN SIMEON,,e
