I_D,YEAR,MONTH,DAY,date,HOUR,MINUTE,SECOND,FOCAL_DEPTH,intensity,COUNTRY,STATE,LOCATION_NAME,,type
1392,1768,11,28,11/28/1768,,,    ,,,CROATIA,,BALKANS NW:  CROATIA,,e
1395,1769,5,1,5/1/1769,,,,,,IRAQ,,IRAQ:  BAGHDAD,,e
1393,1769,5,7,5/7/1769,,,,,,IRAN,,IRAN:  SHIRAZ,,e
5916,1769,8,29,8/29/1769,,,,,7.4,JAPAN,,"SW. KYUSHU ISLAND, JAPAN",,e
1397,1769,10,1,10/1/1769,,,    ,,,GREECE,,GREECE,,e
1398,1769,10,24,10/24/1769,13,,    ,40,7.3,RUSSIA,,RUSSIA:  LAKE BAYKAL,,e
1394,1769,,,1/1/1769,,,    ,,,SWITZERLAND,,SWITZERLAND,,e
1400,1770,1,,1/1/1770,,,,,,GREECE,,GREECE:  ST MAURA,,e
1401,1770,5,27,5/27/1770,,,,,7.4,JAPAN,,JAPAN:  MORIOKA,,e
5917,1770,6,3,6/3/1770,19,15,,10,,HAITI,,HAITI: PORT-AU-PRINCE,,e
8097,1770,9,26,9/26/1770,,,,,5.5,CHINA,,CHINA:  YUNNAN PROVINCE,,e
1403,1770,12,,12/1/1770,,,,,,PHILIPPINES,,PHILIPPINES:  MANILA,,e
9532,1770,,,1/1/1770,,,,,7,INDONESIA,,INDONESIA:  SUMATRA:,,e
1404,1771,2,1,2/1/1771,,,    ,,,PHILIPPINES,,PHILIPPINES:  MANILA,,e
1405,1771,4,24,4/24/1771,,,,,7.4,JAPAN,,JAPAN:  RYUKYU ISLANDS,,e
1409,1771,9,3,9/3/1771,13,,    ,,,JAMAICA,,"JAMAICA:  PORT ROYAL,KINGSTON",,e
1410,1772,5,12,5/12/1772,,,    ,,,GREECE,,GREECE-ALBANIA,,e
1412,1772,6,3,6/3/1772,,,    ,,7.4,JAPAN,,"JAPAN:  SANRIKU,RIKUZEN,RIKUCHU",,e
1411,1772,6,,6/1/1772,,,    ,,,FRANCE,,"FRANCE:  CLANSAYES,ST RAPHAEL",,e
1414,1773,5,6,5/6/1773,,,    ,,,MOROCCO,,MOROCCO:  TANGIERS,,e
1415,1773,6,3,6/3/1773,,,,,,GUATEMALA,,GUATEMALA: ST. JAGO,,e
8241,1773,7,29,7/29/1773,,,,,,GUATEMALA,,GUATEMALA:  ANTIGUA,,e
1420,1774,9,10,9/10/1774,15,25,    ,,,SWITZERLAND,,SWITZERLAND,,e
1418,1774,,,1/1/1774,,,    ,,,CANADA,,CANADA:  NEWFOUNDLAND,,e
1419,1774,,,1/1/1774,,,,,,FRENCH GUIANA,,FRENCH GUIANA:  CAYENNE,,e
1422,1775,2,11,2/11/1775,,,,,,CUBA,,CUBA:  SANTIAGO DE CUBA,,e
6024,1775,3,,3/1/1775,,,,,,HAITI,,HAITI: UNKNOWN LOCATION,,e
5919,1775,4,18,4/18/1775,,,,,,INDONESIA,,INDONESIA:  BANDA SEA,,e
1423,1775,10,13,10/13/1775,10,,    ,,,CROATIA,,BALKANS NW:  CROATIA:  BEDEKOVCINA,,e
5921,1775,12,18,12/18/1775,,,,,,HAITI,,HAITI: UNKNOWN LOCATION,,e
1424,1775,12,,12/1/1775,,,    ,,,VENEZUELA,,VENEZUELA:  TRUJILLO,,e
1425,1776,1,30,1/30/1776,,,    ,,,DOMINICAN REPUBLIC,,DOMINICAN REPUBLIC:  PUERTO RICO: W,,e
1426,1776,4,21,4/21/1776,,,,,,MEXICO,,"MEXICO:  GUERRERO,MORELOS,OAXACA,MEXICO CITY",,e
1429,1776,12,,12/1/1776,,,,,5.5,TAIWAN,,"TAIWAN:  JIAYI, KAGI",,e
1431,1777,,,1/1/1777,,,    ,,,MOROCCO,,"MOROCCO:  TANGIER,SALE",,e
1430,1777,,,1/1/1777,,,    ,,,MEXICO,,MEXICO:  JALISCO,,e
1432,1778,1,30,1/30/1778,,,    ,,,IRAN,,IRAN:  KASHAN,,e
1433,1778,6,16,6/16/1778,,,    ,,,TURKEY,,TURKEY,,e
1434,1778,12,15,12/15/1778,,,    ,,,IRAN,,IRAN:  KASHAN,,e
1436,1779,12,27,12/27/1779,,,    ,,6.5,IRAN,,IRAN:  TABRIZ,,e
1439,1780,1,8,1/8/1780,19,30,,20,7.7,IRAN,,IRAN:  TABRIZ,,e
1442,1780,6,29,6/29/1780,,,,40,7.5,RUSSIA,,RUSSIA:  KURIL ISLANDS,,e
1443,1780,9,21,9/21/1780,,,    ,,,MONTENEGRO,,BALKANS NW:  MONTENEGRO,,e
1445,1780,10,3,10/3/1780,,,    ,,,JAMAICA,,JAMAICA:  SAVANNA LA MAR,,e
1446,1780,10,28,10/28/1780,,,    ,,,GREECE,,GREECE:  CRETE,,e
1448,1781,6,3,6/3/1781,10,,,,,ITALY,,"ITALY:  CIVITANOVA MARCHE, CAGLI",,e
1450,1781,8,1,8/1/1781,,,    ,,,JAMAICA,,JAMAICA: UNKNOWN LOCATION,,e
1447,1781,,,1/1/1781,,,,,,IRAQ,,IRAQ:  AL-MAWSIL (MOSUL),,e
5923,1782,5,22,5/22/1782,,,,,,TAIWAN,,TAIWAN:  TAINAN,,e
5924,1782,8,22,8/22/1782,,,,,7.3,JAPAN,,"TOKAIDO, JAPAN",,e
1459,1783,2,5,2/5/1783,8,0,,,,ITALY,,ITALY:  TYRRHENIAN CALABRIA,,e
1455,1783,2,5,2/5/1783,12,0,,13,6.9,ITALY,,ITALY:  TYRRHENIAN CALABRIA,,e
1462,1783,2,6,2/6/1783,0,20,,6,5.9,ITALY,,ITALY:  MESSINA STRAITS,,e
8248,1783,2,7,2/7/1783,13,10,,,6.6,ITALY,,ITALY:  TYRRHENIAN CALABRIA,,e
8249,1783,2,7,2/7/1783,15,0,,,,ITALY,,ITALY:  MESSINA STRAITS,,e
1463,1783,3,1,3/1/1783,1,40,,,5.9,ITALY,,ITALY:  TYRRHENIAN CALABRIA,,e
1464,1783,3,20,3/20/1783,,,    ,,,TURKEY,,TURKEY:  AMAXIKI,,e
1467,1783,3,28,3/28/1783,18,55,,,6.9,ITALY,,ITALY:  TYRRHENIAN CALABRIA,,e
1468,1783,7,29,7/29/1783,,,,,,ITALY,,ITALY:  GERACE,,e
1452,1783,,,1/1/1783,,,    ,,,DOMINICAN REPUBLIC,,DOMINICAN REPUBLIC:  SANTIAGO DE LOS CABALLEROS,,e
7507,1784,1,7,1/7/1784,,,,,4.1,ITALY,,ITALY:  IONIAN CALABRIA,,e
7508,1784,1,19,1/19/1784,,,,,4.1,ITALY,,ITALY:  MESSINA STRAITS,,e
1469,1784,3,28,3/28/1784,,,,,,MEXICO,,"MEXICO:  GUERRERO, ACAPULCO",,e
1470,1784,4,2,4/2/1784,,,    ,,,MEXICO,,MEXICO:  OAXACA,,e
1471,1784,5,13,5/13/1784,12,35,,,8,PERU,,"PERU:  AREQUIPA,CAMANA,MOQUEGUA,TAMBO",,e
1474,1784,7,23,7/23/1784,,,    ,,,TURKEY,,"TURKEY:  ERZURUM,ERZINCAN",,e
1475,1784,7,29,7/29/1784,14,10,    ,,,HAITI,,"HAITI:  PETIT GOAVE,LEOGANE,PORT-AU-PRINCE",,e
1476,1784,8,14,8/14/1784,,,    ,,,ICELAND,,"ICELAND:  SOUTHLAND,ARNESSYSLA,BANGAR,SYSLA",,e
1477,1784,8,15,8/15/1784,,,    ,,,SPAIN,,SPAIN:  L'ARNES SYSSEL,,e
1479,1785,1,30,1/30/1785,,,,,,GREECE,,"GREECE:  PATRAI (PATRAS), ZAKYNTHOS (ZANTE)",,e
1480,1785,4,18,4/18/1785,,,,,6,CHINA,,CHINA:  GANSU PROVINCE:  HUIHUIPU,,e
1481,1785,7,12,7/12/1785,12,45,,,,COLOMBIA,,"COLOMBIA:  BOGOTA,ENGATIVA,CAXICA,SOACHA",,e
1485,1786,2,5,2/5/1786,,,,,,GREECE,,GREECE:  CORFU (KERKIRA),,e
1487,1786,3,9,3/9/1786,,,,,,ITALY,,"ITALY:  SICILY, MELAZZO",,e
1488,1786,6,1,6/1/1786,,,,,7.5,CHINA,,CHINA:  SICHUAN PROVINCE:  S OF KANGDING,,e
8113,1786,6,18,6/18/1786,,,,,6,CHINA,,CHINA:  XINJIANG,,e
1484,1786,,,1/1/1786,,,    ,,,VENEZUELA,,VENEZUELA:  MERIDA,,e
6033,1787,3,28,3/28/1787,17,30,,,8.3,MEXICO,,"MEXICO:  SAN MARCOS, OAXACA",,e
5925,1787,4,3,4/3/1787,15,30,,,7.3,MEXICO,,"MEXICO:  SAN MARCOS, OAXACA",,e
1494,1787,5,2,5/2/1787,,,    ,,,USA TERRITORY,PR,"PUERTO RICO:  ARECIBO,MAYAGUEZ,SAN JUAN,CAGUAS",,e
1495,1787,5,10,5/10/1787,,,    ,,,USA TERRITORY,PR,"PUERTO RICO:  PONCE,SAN JUAN",,e
1493,1787,5,,5/1/1787,,,    ,,,PHILIPPINES,,"PHILIPPINES:  PANAY,CAPIZ,ILOILO",,e
1496,1787,7,12,7/12/1787,22,45,,,,PHILIPPINES,,"PHILIPPINES:  PANAY:  ILOILO,ANTIQUE,BUENAVISTA",,e
6029,1787,10,27,10/27/1787,,,,,,JAMAICA,,JAMAICA: MONTEGO BAY,,e
5926,1788,7,21,7/21/1788,,,,,8,USA,AK,ALASKA PENINSULA: UNGA ISLAND,,e
5927,1788,8,6,8/6/1788,,,,,8,USA,AK,ALASKA PENINSULA,,e
1500,1788,10,12,10/12/1788,,,    ,,,SAINT LUCIA,,SAINT LUCIA,,e
1498,1788,,,1/1/1788,,,    ,,5.6,TOGO,,"TOGO:  AGUNAH, KANA; BENIN:  ABOMEY",,e
1501,1789,6,7,6/7/1789,,,,,6.5,CHINA,,"CHINA:  YUNNAN PROVINCE:  TONGHAI, HUANING",,e
1502,1789,9,30,9/30/1789,4,15,    ,,,ITALY,,"ITALY:  CITTA DI CASTELLO,SANSEPOLCRO",,e
1503,1789,11,7,11/7/1789,,,,,5,CHINA,,CHINA:  SHAANXI PROVINCE:  TONGGUAN,,e
1504,1790,10,9,10/9/1790,1,15,,,,ALGERIA,,"ALGERIA:  ORAN; SPAIN:  CARTAGENA, SANTA FE",,e
1505,1790,12,2,12/2/1790,1,,    ,20,7.5,RUSSIA,,RUSSIA:  NEAR KAMCHATKA,,e
8114,1791,4,8,4/8/1791,,,,,5.5,CHINA,,CHINA:  FUJIAN PROVINCE,,e
5930,1791,4,15,4/15/1791,,,,20,6.8,RUSSIA,,RUSSIA:  KAMCHATKA,,e
5931,1791,9,13,9/13/1791,,,,,6.5,JAPAN,,JAPAN:  OSAKA BAY,,e
1510,1791,10,12,10/12/1791,17,,,,,ITALY,,"ITALY:  MONTELEONE,SORIANO CALABRO, CAPRI",,e
1513,1791,10,22,10/22/1791,,,,,,GREECE,,GREECE:  ZAKINTHOS (ZANTE),,e
7506,1791,11,2,11/2/1791,21,,,,7,GREECE,,"GREECE:  ZANTE, GASTUNI",,e
1508,1791,,,1/1/1791,,,    ,,,IRAN,,"IRAN:  KHOT,TABRIZ,REZAIYEH,KHANEH,VAN,ERZERUM",,e
1506,1791,,,1/1/1791,,,,,,GUATEMALA,,GUATEMALA:  SAN MARCOS,,e
1507,1791,,,1/1/1791,,,,,,MOROCCO,,MOROCCO:  MELILLA,,e
1515,1792,5,21,5/21/1792,,,,,6.4,JAPAN,,JAPAN:  KYUSYU ISLAND,,e
5932,1792,6,13,6/13/1792,,,,,6.9,JAPAN,,JAPAN:  W. HOKKAIDO ISLAND,,e
1516,1792,8,9,8/9/1792,,,,,6.8,TAIWAN,,"TAIWAN:  JIAYI, TAINAN",,e
1517,1792,8,22,8/22/1792,18,,    ,40,8.4,RUSSIA,,RUSSIA:  NEAR KAMCHATKA,,e
1518,1792,9,7,9/7/1792,,,,,6,CHINA,,CHINA:  SICHUAN PROVINCE:  N OF QIANNING,,e
7057,1792,,,1/1/1792,,,,,,USA,AK,ALASKA:  KODIAK ISLAND,,e
1520,1793,2,8,2/8/1793,3,,,,6.9,JAPAN,,JAPAN:   AOMORI,,e
1521,1793,2,17,2/17/1793,,,,,8.3,JAPAN,,"JAPAN:  SANRIKU,RIKUZEN,RIKUCHU",,e
1523,1793,4,12,4/12/1793,,,    ,,,HAITI,,HAITI:  SANTO DOMINGO (ST DOMINGUE),,e
1524,1793,5,15,5/15/1793,,,,,6,CHINA,,CHINA:  SICHUAN PROVINCE:  NEAR QIANNING,,e
1525,1793,7,,7/1/1793,,,    ,,,AZORES (PORTUGAL),,AZORES:  FLORES,,e
1526,1794,3,14,3/14/1794,,,    ,,,IRAN,,IRAN:  KASHAN,,e
1527,1794,9,10,9/10/1794,,,,,,VENEZUELA,,VENEZUELA:  CUMANA,,e
1528,1795,5,20,5/20/1795,22,,,,5.2,SIERRA LEONE,,SIERRA LEONE,,e
1529,1795,5,23,5/23/1795,,,,,,MEXICO,,MEXICO:  OAXACA,,e
10142,1795,,,1/1/1795,,,,,,TRINIDAD AND TOBAGO,,TRINIDAD:  PORT-OF-SPAIN,,e
1530,1796,2,15,2/15/1796,,,    ,,,COLOMBIA,,"COLOMBIA:  N SANTANDER,PAMPLONA",,e
1531,1796,2,26,2/26/1796,,,    ,,,SYRIA,,SYRIA:  AL-LADHIQIYAH (LATAKIA),,e
1532,1796,3,18,3/18/1796,,,    ,,,ITALY,,ITALY:  CASAMICCIOLA,,e
1533,1796,3,30,3/30/1796,10,45,,,7.7,CHILE,,"CHILE:  COPIAPO, VALLENAR, HUASCO, COQUIMBO",,e
1534,1796,11,5,11/5/1796,6,,,,,PHILIPPINES,,"PHILIPPINES:   LUZON:  PANGASINAN, BAGUIO, ZAMBALES",,e
1537,1797,2,4,2/4/1797,12,30,,,8.3,ECUADOR,,"ECUADOR:  RIOBAMBA, QUITO, CUZCO",,e
5933,1797,2,10,2/10/1797,,,,,8,INDONESIA,,SW. SUMATRA,,e
1541,1797,12,14,12/14/1797,,,,,,VENEZUELA,,"VENEZUELA:  CUMANA, CARIACO",,e
6882,1798,2,2,2/2/1798,,,,,,EL SALVADOR,,EL SALVADOR:  SAN SALVADOR,,e
5934,1798,2,22,2/22/1798,,,    ,,,COSTA RICA,,COSTA RICA: MATINA,,e
1543,1798,5,26,5/26/1798,,,    ,,,ITALY,,ITALY:  FIRENZE (FLORENCE),,e
1544,1798,6,,6/1/1798,,,    ,,,GREECE,,GREECE:  S,,e
7536,1798,8,24,8/24/1798,,,,,,CHILE,,CHILE:  COPIAPO,,e
1547,1799,1,25,1/25/1799,,,    ,,,FRANCE,,"FRANCE:  MACHECOUL,BOUIN,ST GILLES,NANTES",,e
5935,1799,6,29,6/29/1799,,,,,6.4,JAPAN,,JAPAN:  SW. HONSHU ISLAND,,e
1548,1799,7,28,7/28/1799,,,    ,,,ITALY,,ITALY:  CAMERINO,,e
1549,1799,7,29,7/29/1799,20,,    ,,,ITALY,,ITALY:  CAMERINO,,e
1550,1799,8,27,8/27/1799,,,,,6.5,CHINA,,CHINA:  YUNNAN PROVINCE,,e
1545,1799,9,,9/1/1799,,,,,5,COLOMBIA,,COLOMBIA:  CARTAGO,,e
1546,1799,,,1/1/1799,,,    ,10,6,UZBEKISTAN,,UZBEKISTAN:  UZGUT,,e
9796,1799,,,1/1/1799,,,,,,PERU,,"PERU:  LIMA, CALLAO",,e
1553,1800,3,8,3/8/1800,,,    ,,,MEXICO,,"MEXICO:  MEXICO CITY,OAXACA",,e
1552,1800,,,1/1/1800,,,    ,,6.5,IRAN,,IRAN:  DAMAVAND,,e
1551,1800,,,1/1/1800,,,,,,CANARY ISLANDS,,CANARY ISLANDS:  PENON DE LA GOMERA,,e
1554,1801,5,5,5/5/1801,,,    ,,,MEXICO,,MEXICO:  OAXACA,,e
1555,1801,5,14,5/14/1801,21,30,    ,,,SWITZERLAND,,SWITZERLAND,,e
6039,1802,3,19,3/19/1802,,,    ,,,ANTIGUA AND BARBUDA,,ANTIGUA ISLAND &  ST. CHRISTOPHER,,e
1556,1802,5,12,5/12/1802,9,30,    ,,,ITALY,,ITALY:  SONCINO,,e
6519,1802,8,15,8/15/1802,,,,,,VENEZUELA,,VENEZUELA: CUMANA,,e
6040,1802,8,,8/1/1802,,,,,,INDONESIA,,INDONESIA:  BANDA SEA,,e
1558,1802,10,26,10/26/1802,10,55,    ,150,7.4,ROMANIA,,"ROMANIA:  CARPATHIAN FOLD,VRANCEA",,e
8151,1802,11,7,11/7/1802,,,,,,ALGERIA,,"ALGERIA:  KOLEA, BLIDA, ALGIERS",,e
1560,1802,12,9,12/9/1802,5,,,,6.6,JAPAN,,"JAPAN:  NW HONSHU:  SADO ISLAND, OGI",,e
1562,1803,2,1,2/1/1803,,,,,6,CHINA,,CHINA:  YUNNAN PROVINCE,,e
1563,1803,9,1,9/1/1803,,,    ,,,INDIA,,INDIA:  MATHURA (MUTTRA),,e
1564,1804,1,8,1/8/1804,,,    ,,,GREECE,,GREECE:  ACHAIA:  PATRAI (PATRAS),,e
10120,1804,1,13,1/13/1804,17,45,,,,SPAIN,,SPAIN:  ALMERIA:  DALIAS,,e
1565,1804,6,8,6/8/1804,1,,    ,,,GREECE,,GREECE:  PATRAI,,e
1566,1804,7,10,7/10/1804,13,,,,7.3,JAPAN,,JAPAN:  KISAKATA,,e
1569,1804,8,25,8/25/1804,8,30,,,,SPAIN,,"SPAIN: ALMERIA, DALIAS, ROQUETAS",,e
1571,1805,1,27,1/27/1805,13,,    ,,,VENEZUELA,,VENEZUELA:  CUMANA,,e
1572,1805,6,16,6/16/1805,8,15,    ,,,COLOMBIA,,"COLOMBIA:  HONDA,MARIQUITA",,e
1575,1805,7,26,7/26/1805,20,57,,,,ITALY,,"ITALY:  MOLISE, ROSOLONE, NAPOLI (NAPLES), ISERNIA",,e
1570,1805,,,1/1/1805,,,    ,,,IRAN,,IRAN:  BABOL,,e
5857,1806,3,25,3/25/1806,8,,,,,USA,CA,CALIFORNIA:  SANTA BARBARA,,e
1577,1806,3,25,3/25/1806,,,,,7.5,MEXICO,,"MEXICO:  JALISCO,OAXACA,MICHOACAN",,e
7799,1806,8,26,8/26/1806,13,20,,,,ITALY,,ITALY:  TYRRHENIAN SEA,,e
1579,1806,12,1,12/1/1806,23,,,30,7.5,PERU,,PERU:  LIMA,,e
10057,1808,4,2,4/2/1808,16,43,,,5.7,ITALY,,"ITALY:  VALLEY OF PELLICE, CHISONE",,e
1581,1808,4,,4/1/1808,,,,,,MOROCCO,,MOROCCO:  MELILLA,,e
6042,1808,8,8,8/8/1808,,,,,6.5,JAPAN,,"E. AWA, TOKUSHIMA PREFECTURE",,e
1582,1808,10,9,10/9/1808,,,    ,,,IRAN,,"IRAN:  DODANGEH, E MAZANDARAN",,e
1583,1808,12,16,12/16/1808,,,    ,,,IRAN,,IRAN:  QAZVIN-TALEQAN,,e
1580,1808,,,1/1/1808,,,,,,ECUADOR,,ECUADOR:  QUITO,,e
8203,1809,12,4,12/4/1809,,,,,,SOUTH AFRICA,,SOUTH AFRICA:  CAPE OF GOOD HOPE,,e
1584,1809,12,7,12/7/1809,,,    ,,,IRAN,,"IRAN:  SARI,AMOL,MAZANDARAN",,e
9927,1809,,,1/1/1809,,,,,,USA TERRITORY,GU,GUAM,,e
1585,1810,2,16,2/16/1810,,,,100,,GREECE,,GREECE:  CRETE:  IRAKLION (CANDIA),,e
1586,1810,3,20,3/20/1810,,,,,,CANARY ISLANDS,,CANARY ISLANDS:  TENERIFE,,e
10401,1810,8,27,8/27/1810,,,,,7.4,MEXICO,,MEXICO:  BAJA CALIFORNIA: LORETO,,e
1587,1810,9,25,9/25/1810,,,,,6.6,JAPAN,,JAPAN:  OGA,,e
1588,1810,10,,10/1/1810,,,    ,,,CUBA,,"CUBA:  HAVANA,SANTIAGO DE CUBA",,e
1589,1811,1,1,1/1/1811,5,,    ,7,4.2,GEORGIA,,GEORGIA:  KAKHETIYA,,e
1590,1811,3,18,3/18/1811,,,,,7,TAIWAN,,TAIWAN:  DANSHUI:  OFF WEST COAST,,e
1591,1811,9,27,9/27/1811,,,,,6.5,CHINA,,CHINA:  SICHUAN PROVINCE:  E. OF GANZE,,e
1592,1811,10,5,10/5/1811,,,    ,,,PHILIPPINES,,PHILIPPINES:  CAMARINES,,e
6527,1811,11,19,11/19/1811,14,15,,,,CHILE,,CHILE:  VALPARAISO,,e
1594,1811,12,16,12/16/1811,8,15,,,7.5,USA,AR,ARKANSAS: NORTHEAST (NEW MADRID EARTHQUAKES),,e
7058,1811,12,16,12/16/1811,13,15,,,7,USA,AR,ARKANSAS: NORTHEAST (NEW MADRID EARTHQUAKES),,e
1597,1812,1,23,1/23/1812,15,,    ,,7.3,USA,MO,MISSOURI:  NEW MADRID,,e
1598,1812,2,7,2/7/1812,9,45,    ,,7.5,USA,MO,MISSOURI:  NEW MADRID,,e
1599,1812,3,8,3/8/1812,,,,,8,CHINA,,CHINA:  XINJIANG PROVINCE,,e
1601,1812,3,22,3/22/1812,,,,,,ITALY,,ITALY:  ROMA (ROME),,e
1602,1812,3,23,3/23/1812,,,    ,,,FRANCE,,"FRANCE:  BEAUMONT,PIERREVERT,SAINTE TULLE,MANOSQUE",,e
1605,1812,3,26,3/26/1812,20,7,,33,7.7,VENEZUELA,,VENEZUELA:  LA GUAIRA,,e
7893,1812,6,23,6/23/1812,,,,,,FRANCE,,FRANCE:,,e
1607,1812,11,11,11/11/1812,10,50,    ,,,JAMAICA,,JAMAICA:  KINGSTON,,e
1608,1812,12,7,12/7/1812,,,    ,,6.6,JAPAN,,JAPAN,,e
1609,1812,12,8,12/8/1812,15,,,,6.9,USA,CA,CALIFORNIA:   SAN JUAN CAPISTRANO,,e
1610,1812,12,21,12/21/1812,19,,,,7.5,USA,CA,CALIFORNIA:   PURISIMA,,e
1612,1813,3,30,3/30/1813,9,30,    ,,,PERU,,PERU:  ICA,,e
1611,1813,,,1/1/1813,,,,,,IRAN,,IRAN:  SHIRAZ,,e
1613,1814,2,2,2/2/1814,,,,,,PHILIPPINES,,PHILIPPINES:  SE LUZON:  ALBAY,,e
7970,1814,2,4,2/4/1814,,,,,5.3,CHINA,,CHINA:  HENAN PROVINCE,,e
1614,1814,5,22,5/22/1814,,,,,,FRANCE,,"FRANCE:  GAN,OLORON,LOUVIE-JUZON,BENEJACQ,TARBES",,e
1615,1814,11,24,11/24/1814,,,,,6,CHINA,,CHINA:  YUNNAN PROVINCE:  SIPING,,e
6068,1814,,,1/1/1814,,,,,,INDONESIA,,"INDONESIA:  TIMOR ISLAND, KUPANG, KISSAR ISLAND",,e
7528,1815,4,11,4/11/1815,,,,,,INDONESIA,,INDONESIA:  AMBON ISLAND,,e
1617,1815,5,3,5/3/1815,,,    ,,,MEXICO,,"MEXICO:  OAXACA,TAMAZULAPAN",,e
1618,1815,10,13,10/13/1815,,,,,6.5,TAIWAN,,TAIWAN:,,e
1619,1815,10,23,10/23/1815,,,,,6.8,CHINA,,CHINA:  SHANXI PROVINCE,,e
1620,1815,11,22,11/22/1815,,,,150,7,INDONESIA,,INDONESIA:  BALI,,e
1621,1815,12,,12/1/1815,,,,,,GREECE,,GREECE:  CRETE,,e
1616,1815,,,1/1/1815,,,,,,GREECE,,GREECE:  IONIAN ISLANDS:  LEUKAS,,e
6069,1816,5,1,5/1/1816,,,,,,INDONESIA,,INDONESIA; MALAYSIA:  PENANG ISLAND,,e
1622,1816,7,22,7/22/1816,15,30,,33,7.5,GUATEMALA,,GUATEMALA:  SOLOMA,,e
8098,1816,12,8,12/8/1816,,,,,6.5,CHINA,,CHINA:  SICHUAN PROVINCE,,e
6635,1817,1,8,1/8/1817,,,,,,USA,PA,PENNSYLVANIA:  PHILADELPHIA,,e
1623,1817,3,11,3/11/1817,20,10,    ,,8,FRANCE,,FRANCE:  CHAMONIX VALLEY,,e
1624,1817,4,,4/1/1817,,,,,,CHINA,,CHINA:  SICHUAN PROVINCE:  CHANGLI,,e
1625,1817,8,23,8/23/1817,,,,,6.8,GREECE,,GREECE:  ACHAIA:  AEGHION,,e
1626,1818,2,20,2/20/1818,18,10,,,,ITALY,,"ITALY:  ACIREALE, CATANIA, CALABRIA",,e
1627,1818,2,23,2/23/1818,18,10,,,,ITALY,,"ITALY:  LIGURIA; FRANCE:  VENCE, GRASSE, NICE",,e
6556,1818,3,18,3/18/1818,,,,,7,INDONESIA,,INDONESIA:  SUMATRA:  BENGKULU,,e
1629,1818,3,31,3/31/1818,,,,,7.5,MEXICO,,MEXICO,,e
1630,1818,4,23,4/23/1818,,,    ,,,BULGARIA,,BULGARIA,,e
1631,1818,5,31,5/31/1818,,,    ,,,MEXICO,,"MEXICO:  MORELOS-GUERRERO,MEXICO CITY,GUADALAJARA",,e
1632,1818,9,8,9/8/1818,9,37,,,,ITALY,,ITALY:  MADONIE,,e
6642,1818,11,8,11/8/1818,,,,600,8.5,INDONESIA,,INDONESIA:  SUMBAWA ISLAND:  BIMA,,e
1633,1819,2,24,2/24/1819,,,,,5.8,CHINA,,CHINA: QINGHAI PROVINCE,,e
1634,1819,3,,3/1/1819,,,,,,ALGERIA,,ALGERIA:  MASCARA,,e
1635,1819,4,3,4/3/1819,14,0,,,8,CHILE,,CHILE:  COPIAPO,,e
1636,1819,4,4,4/4/1819,20,0,,,8,CHILE,,CHILE:  COPIAPO,,e
1638,1819,4,12,4/12/1819,3,0,,,8.5,CHILE,,CHILE:  COPIAPO,,e
1640,1819,5,26,5/26/1819,17,,    ,,,ITALY,,ITALY,,e
1642,1819,6,16,6/16/1819,23,30,,,7.7,INDIA,,"INDIA:  RANN OF KUTCH,AHMADABAD,POONAH,BHOOJ",,e
7894,1819,8,31,8/31/1819,,,,,5.8,NORWAY,,NORWAY: RANA REGION: LUROY,,e
6650,1820,3,1,3/1/1820,,,,,,USA,AK,ALASKA:  EAST ALEUTIAN ISLANDS,,e
1649,1820,3,17,3/17/1820,,,    ,,,GREECE,,GREECE:  LEVKAS,,e
1650,1820,5,4,5/4/1820,,,,,7.6,MEXICO,,"MEXICO:  GUERRERO, OAXACA, PUEBLA, VERACRUZ",,e
1651,1820,8,3,8/3/1820,,,,,6,CHINA,,CHINA:  HENAN PROVINCE,,e
1652,1820,10,9,10/9/1820,,,,,,IRAN,,IRAN:  SHIRAZ,,e
1654,1820,12,29,12/29/1820,3,30,    ,,6.9,GREECE,,GREECE:  ZAKINTHOS (ZANTE),,e
1653,1820,12,29,12/29/1820,,,,80,7.5,INDONESIA,,INDONESIA:  SULAWESI:  MAKASAR,,e
1646,1820,,,1/1/1820,,,    ,,,VENEZUELA,,VENEZUELA:  CUMANA,,e
7978,1820,,,1/1/1820,,,,,6.2,CONGO,,CONGO:  LOANGO,,e
1648,1820,,,1/1/1820,,,,,,IRAN,,IRAN:  MAZANDARAN,,e
1655,1821,1,6,1/6/1821,17,15,    ,,,GREECE,,GREECE:  ZAKINTHOS (ZANTE),,e
1656,1821,4,8,4/8/1821,,,,,,MOROCCO,,MOROCCO:  MELILLA,,e
10078,1821,5,,5/1/1821,,,,,,UK TERRITORY,,UNITED KINGDOM:  BRITIAN,,e
1657,1821,7,10,7/10/1821,13,,,,,PERU,,"PERU:  CAMANA, OCONA, CARAVELI",,e
6504,1821,11,17,11/17/1821,13,30,,,6.7,ROMANIA,,ROMANIA,,e
1661,1822,5,7,5/7/1822,,,,,7.6,COSTA RICA,,COSTA RICA:  MATINA,,e
1662,1822,6,18,6/18/1822,,,,,5.5,CHINA,,CHINA:  GANSU PROVINCE,,e
1660,1822,8,13,8/13/1822,,,,,,TURKEY,,"TURKEY:  ANTAKYA; SYRIA:  HALAB,DIMASHQ (DAMASCUS);",,e
1665,1822,9,5,9/5/1822,,,,,,TURKEY,,"TURKEY; SYRIA:  DIMASHQ (DAMASCUS), HALAB; CYPRUS",,e
